order_id,order_date,region,segment,category,sub_category,quantity,discount,sales,profit
ORD-100525,2024-08-15,Northern Emirates,Consumer,Technology,Phones,8,0.15,7320.67,512.45
ORD-105862,2024-08-15,Dubai,Consumer,Technology,Laptops,7,0.0,2701.19,432.19
ORD-101930,2024-08-15,Sharjah,Consumer,Technology,Laptops,7,0.0,1287.22,205.96
ORD-103371,2024-08-16,Dubai,SMB,Furniture,Tables,5,0.2,2249.07,359.85
ORD-104952,2024-08-16,Sharjah,Corporate,Technology,Phones,4,0.15,4085.21,285.96
ORD-104430,2024-08-16,Dubai,Consumer,Office Supplies,Pens,2,0.2,139.96,41.99
ORD-100627,2024-08-16,Abu Dhabi,Consumer,Furniture,Chairs,5,0.0,1505.35,421.5
ORD-102468,2024-08-16,Dubai,Corporate,Office Supplies,Storage,3,0.0,68.33,28.7
ORD-100950,2024-08-17,Abu Dhabi,Consumer,Office Supplies,Storage,2,0.2,155.21,46.56
ORD-105999,2024-08-17,Dubai,Consumer,Technology,Laptops,5,0.0,3049.12,487.86
ORD-101395,2024-08-17,Dubai,Corporate,Technology,Laptops,5,0.15,1437.45,100.62
ORD-102287,2024-08-17,Sharjah,SMB,Office Supplies,Binders,6,0.0,352.27,147.95
ORD-102026,2024-08-17,Dubai,Consumer,Technology,Accessories,6,0.0,5050.51,808.08
ORD-104034,2024-08-17,Sharjah,Corporate,Furniture,Chairs,8,0.0,1457.94,408.22
ORD-101600,2024-08-17,Sharjah,Consumer,Technology,Monitors,3,0.0,608.21,97.31
ORD-101815,2024-08-18,Dubai,Consumer,Technology,Laptops,4,0.1,2114.11,211.41
ORD-104311,2024-08-18,Sharjah,Corporate,Technology,Monitors,5,0.15,1948.47,136.39
ORD-102579,2024-08-18,Dubai,Consumer,Furniture,Storage,1,0.1,622.48,136.95
ORD-102835,2024-08-18,Dubai,Corporate,Furniture,Chairs,1,0.15,404.08,76.78
ORD-105375,2024-08-18,Abu Dhabi,Consumer,Furniture,Storage,6,0.0,1149.2,321.78
ORD-101376,2024-08-19,Sharjah,SMB,Office Supplies,Binders,4,0.0,240.99,101.22
ORD-101606,2024-08-19,Dubai,Corporate,Technology,Phones,5,0.2,3821.07,152.84
ORD-103365,2024-08-19,Northern Emirates,Consumer,Office Supplies,Storage,5,0.3,244.53,58.69
ORD-105154,2024-08-19,Abu Dhabi,SMB,Technology,Laptops,2,0.2,1354.65,54.19
ORD-105069,2024-08-19,Dubai,SMB,Furniture,Bookcases,2,0.1,1201.73,264.38
ORD-105001,2024-08-20,Abu Dhabi,Corporate,Furniture,Bookcases,4,0.0,745.08,208.62
ORD-100664,2024-08-20,Dubai,Consumer,Technology,Laptops,4,0.15,3228.56,226.0
ORD-100841,2024-08-20,Dubai,Corporate,Technology,Monitors,8,0.2,2637.51,105.5
ORD-105053,2024-08-20,Abu Dhabi,SMB,Technology,Laptops,7,0.2,3914.33,156.57
ORD-104839,2024-08-20,Northern Emirates,Consumer,Furniture,Storage,3,0.15,1063.2,202.01
ORD-105585,2024-08-20,Dubai,SMB,Office Supplies,Paper,5,0.0,140.18,58.88
ORD-101967,2024-08-21,Sharjah,Consumer,Furniture,Storage,5,0.0,2276.4,637.39
ORD-101241,2024-08-21,Abu Dhabi,Consumer,Furniture,Bookcases,8,0.2,1525.38,244.06
ORD-102180,2024-08-21,Dubai,Consumer,Technology,Monitors,8,0.0,5995.78,959.32
ORD-103806,2024-08-21,Dubai,Corporate,Furniture,Bookcases,7,0.0,3633.92,1017.5
ORD-103928,2024-08-21,Sharjah,Consumer,Office Supplies,Pens,3,0.0,217.0,91.14
ORD-102798,2024-08-21,Dubai,Corporate,Technology,Phones,6,0.2,4435.48,177.42
ORD-102674,2024-08-22,Northern Emirates,Consumer,Office Supplies,Pens,1,0.1,34.66,12.48
ORD-101399,2024-08-22,Sharjah,SMB,Office Supplies,Paper,3,0.0,151.18,63.5
ORD-101826,2024-08-22,Sharjah,Corporate,Technology,Monitors,6,0.15,1953.26,136.73
ORD-104007,2024-08-23,Dubai,Consumer,Furniture,Bookcases,7,0.1,2617.64,575.88
ORD-104454,2024-08-23,Dubai,Consumer,Furniture,Storage,4,0.0,1223.7,342.64
ORD-105692,2024-08-23,Sharjah,Corporate,Furniture,Chairs,8,0.15,4479.58,851.12
ORD-104754,2024-08-24,Sharjah,SMB,Furniture,Bookcases,6,0.15,3311.91,629.26
ORD-103785,2024-08-24,Dubai,Consumer,Technology,Laptops,1,0.0,498.66,79.79
ORD-104286,2024-08-24,Dubai,SMB,Office Supplies,Storage,5,0.15,265.75,87.7
ORD-101808,2024-08-24,Northern Emirates,SMB,Office Supplies,Storage,4,0.3,217.16,52.12
ORD-100168,2024-08-24,Dubai,Consumer,Furniture,Tables,6,0.3,48.0,4.8
ORD-104510,2024-08-24,Abu Dhabi,Consumer,Office Supplies,Binders,5,0.0,168.98,70.97
ORD-105522,2024-08-24,Abu Dhabi,Corporate,Furniture,Tables,6,0.1,2738.55,602.48
ORD-104997,2024-08-25,Abu Dhabi,Corporate,Technology,Phones,7,0.0,5501.74,880.28
ORD-102352,2024-08-25,Dubai,SMB,Technology,Laptops,7,0.0,7043.41,1126.95
ORD-101936,2024-08-25,Dubai,Corporate,Technology,Phones,2,0.1,950.65,95.06
ORD-103452,2024-08-25,Dubai,SMB,Office Supplies,Pens,5,0.0,225.66,94.78
ORD-101517,2024-08-25,Sharjah,Corporate,Furniture,Tables,4,0.0,2404.43,673.24
ORD-101831,2024-08-25,Abu Dhabi,SMB,Furniture,Chairs,1,0.2,522.72,83.64
ORD-101706,2024-08-25,Abu Dhabi,Corporate,Technology,Laptops,8,0.0,5027.9,804.46
ORD-101226,2024-08-25,Abu Dhabi,Consumer,Furniture,Chairs,1,0.0,511.83,143.31
ORD-103248,2024-08-25,Abu Dhabi,Consumer,Furniture,Tables,6,0.0,2840.57,795.36
ORD-102756,2024-08-25,Dubai,Consumer,Technology,Accessories,8,0.2,5774.04,230.96
ORD-105294,2024-08-26,Dubai,SMB,Office Supplies,Paper,4,0.3,211.77,50.82
ORD-102623,2024-08-26,Abu Dhabi,Corporate,Furniture,Tables,8,0.0,973.38,272.55
ORD-102854,2024-08-26,Dubai,Corporate,Furniture,Chairs,6,0.2,2632.47,421.2
ORD-102538,2024-08-26,Dubai,Consumer,Furniture,Bookcases,3,0.15,1195.05,227.06
ORD-103269,2024-08-26,Abu Dhabi,Consumer,Office Supplies,Pens,5,0.15,178.73,58.98
ORD-105606,2024-08-26,Dubai,Consumer,Furniture,Storage,1,0.0,292.91,82.01
ORD-105253,2024-08-26,Dubai,Consumer,Office Supplies,Pens,5,0.1,219.28,78.94
ORD-105390,2024-08-26,Dubai,Corporate,Technology,Accessories,5,0.0,2677.34,428.37
ORD-104310,2024-08-26,Abu Dhabi,Corporate,Technology,Laptops,6,0.2,1002.31,40.09
ORD-104218,2024-08-26,Abu Dhabi,Consumer,Furniture,Chairs,6,0.0,3192.11,893.79
ORD-104377,2024-08-27,Dubai,Corporate,Technology,Laptops,5,0.0,3299.81,527.97
ORD-100024,2024-08-27,Dubai,Corporate,Furniture,Chairs,5,0.0,1414.6,396.09
ORD-101285,2024-08-27,Dubai,Consumer,Furniture,Bookcases,7,0.1,2020.58,444.53
ORD-103190,2024-08-27,Dubai,Corporate,Furniture,Storage,5,0.15,773.81,147.02
ORD-102497,2024-08-27,Sharjah,SMB,Office Supplies,Pens,1,0.3,55.53,13.33
ORD-101835,2024-08-27,Abu Dhabi,Consumer,Office Supplies,Binders,8,0.1,380.82,137.1
ORD-100387,2024-08-27,Sharjah,SMB,Furniture,Chairs,5,0.0,1911.0,535.08
ORD-100441,2024-08-27,Abu Dhabi,Consumer,Furniture,Storage,7,0.1,2022.85,445.03
ORD-104172,2024-08-28,Dubai,SMB,Office Supplies,Paper,3,0.1,75.05,27.02
ORD-104187,2024-08-28,Sharjah,Consumer,Furniture,Bookcases,8,0.0,3199.67,895.91
ORD-102733,2024-08-28,Dubai,Consumer,Furniture,Chairs,4,0.1,1539.4,338.67
ORD-102739,2024-08-28,Dubai,Consumer,Technology,Laptops,6,0.15,4465.83,312.61
ORD-102785,2024-08-28,Abu Dhabi,Consumer,Technology,Monitors,4,0.0,3782.56,605.21
ORD-101616,2024-08-28,Dubai,Corporate,Furniture,Storage,6,0.0,4069.81,1139.55
ORD-103080,2024-08-28,Dubai,SMB,Office Supplies,Pens,1,0.0,49.65,20.85
ORD-101506,2024-08-28,Northern Emirates,Consumer,Furniture,Bookcases,8,0.0,1582.99,443.24
ORD-101741,2024-08-28,Sharjah,SMB,Technology,Accessories,7,0.2,5577.04,223.08
ORD-102107,2024-08-29,Dubai,Corporate,Office Supplies,Storage,3,0.1,126.07,45.39
ORD-105819,2024-08-29,Sharjah,SMB,Office Supplies,Binders,6,0.0,208.25,87.46
ORD-101874,2024-08-29,Sharjah,Corporate,Technology,Accessories,6,0.0,3563.96,570.23
ORD-101259,2024-08-29,Dubai,Corporate,Furniture,Chairs,7,0.0,2564.77,718.14
ORD-104190,2024-08-29,Dubai,SMB,Technology,Accessories,3,0.0,1831.08,292.97
ORD-101309,2024-08-29,Dubai,Consumer,Furniture,Chairs,4,0.0,1454.54,407.27
ORD-105055,2024-08-30,Sharjah,Consumer,Technology,Monitors,5,0.15,4914.71,344.03
ORD-105187,2024-08-30,Dubai,Consumer,Technology,Monitors,2,0.2,2529.36,101.17
ORD-104276,2024-08-30,Sharjah,Corporate,Technology,Laptops,3,0.1,2454.96,245.5
ORD-101546,2024-08-30,Sharjah,Corporate,Office Supplies,Storage,8,0.1,488.61,175.9
ORD-101872,2024-08-30,Abu Dhabi,Corporate,Technology,Accessories,1,0.15,563.5,39.44
ORD-102077,2024-08-30,Abu Dhabi,Consumer,Furniture,Chairs,3,0.2,1614.78,258.36
ORD-105315,2024-08-30,Dubai,Corporate,Technology,Laptops,8,0.2,5414.28,216.57
ORD-102572,2024-08-30,Dubai,Consumer,Technology,Accessories,8,0.1,3689.53,368.95
ORD-100821,2024-08-30,Sharjah,Consumer,Office Supplies,Storage,8,0.0,418.3,175.69
ORD-103568,2024-08-31,Abu Dhabi,Corporate,Technology,Laptops,4,0.0,2550.84,408.13
ORD-101115,2024-08-31,Dubai,SMB,Office Supplies,Pens,8,0.15,421.52,139.1
ORD-100087,2024-08-31,Dubai,Consumer,Technology,Accessories,6,0.3,3824.88,-76.5
ORD-102022,2024-08-31,Abu Dhabi,Corporate,Office Supplies,Binders,5,0.3,222.14,53.31
ORD-100673,2024-08-31,Dubai,Consumer,Technology,Phones,2,0.1,1284.67,128.47
ORD-104151,2024-08-31,Dubai,SMB,Technology,Monitors,1,0.2,427.83,17.11
ORD-105773,2024-08-31,Dubai,Consumer,Technology,Phones,7,0.2,4977.1,199.08
ORD-102078,2024-09-01,Dubai,Corporate,Furniture,Storage,5,0.1,3285.26,722.76
ORD-100864,2024-09-01,Dubai,Consumer,Furniture,Bookcases,2,0.15,537.89,102.2
ORD-101185,2024-09-01,Abu Dhabi,Consumer,Technology,Phones,6,0.2,4267.56,170.7
ORD-105283,2024-09-01,Dubai,Consumer,Furniture,Bookcases,8,0.0,1193.7,334.24
ORD-101830,2024-09-01,Sharjah,Corporate,Technology,Laptops,4,0.0,832.28,133.16
ORD-104436,2024-09-01,Dubai,Corporate,Furniture,Bookcases,3,0.3,2106.75,210.68
ORD-105153,2024-09-01,Dubai,SMB,Furniture,Tables,5,0.0,1594.88,446.57
ORD-104332,2024-09-01,Sharjah,Corporate,Office Supplies,Binders,2,0.1,75.09,27.03
ORD-103906,2024-09-01,Dubai,Corporate,Furniture,Bookcases,2,0.2,742.44,118.79
ORD-103180,2024-09-01,Dubai,Corporate,Office Supplies,Paper,3,0.0,123.0,51.66
ORD-103625,2024-09-01,Sharjah,Consumer,Furniture,Tables,7,0.0,3675.16,1029.04
ORD-101368,2024-09-01,Dubai,Corporate,Office Supplies,Paper,4,0.15,190.94,63.01
ORD-101021,2024-09-02,Abu Dhabi,Corporate,Furniture,Bookcases,5,0.0,1476.24,413.35
ORD-105325,2024-09-02,Dubai,Consumer,Office Supplies,Storage,5,0.0,293.04,123.08
ORD-105056,2024-09-02,Abu Dhabi,Consumer,Technology,Laptops,2,0.0,1875.45,300.07
ORD-100250,2024-09-02,Dubai,Consumer,Technology,Phones,1,0.0,502.73,80.44
ORD-101404,2024-09-02,Northern Emirates,Corporate,Furniture,Bookcases,4,0.1,1056.53,232.44
ORD-105655,2024-09-02,Sharjah,Consumer,Office Supplies,Binders,8,0.3,608.7,146.09
ORD-100398,2024-09-02,Abu Dhabi,SMB,Technology,Accessories,2,0.0,585.96,93.75
ORD-103127,2024-09-02,Northern Emirates,Consumer,Technology,Accessories,6,0.2,4159.3,166.37
ORD-102079,2024-09-03,Dubai,SMB,Furniture,Tables,1,0.0,352.33,98.65
ORD-102713,2024-09-03,Dubai,Corporate,Technology,Phones,2,0.15,2009.17,140.64
ORD-101814,2024-09-03,Northern Emirates,Corporate,Technology,Phones,3,0.2,1858.34,74.33
ORD-101046,2024-09-03,Northern Emirates,Consumer,Technology,Phones,8,0.0,3042.12,486.74
ORD-102050,2024-09-04,Abu Dhabi,SMB,Furniture,Tables,1,0.0,384.87,107.76
ORD-100802,2024-09-04,Abu Dhabi,Consumer,Technology,Laptops,7,0.0,5900.8,944.13
ORD-105322,2024-09-04,Northern Emirates,Consumer,Office Supplies,Pens,8,0.0,458.25,192.46
ORD-103163,2024-09-04,Dubai,Corporate,Technology,Accessories,2,0.15,719.6,50.37
ORD-104929,2024-09-04,Sharjah,Consumer,Technology,Phones,6,0.0,3389.54,542.33
ORD-101096,2024-09-04,Northern Emirates,Corporate,Office Supplies,Paper,8,0.15,601.5,198.49
ORD-100918,2024-09-04,Northern Emirates,Consumer,Technology,Phones,8,0.2,7724.35,308.97
ORD-103807,2024-09-04,Dubai,Consumer,Office Supplies,Binders,6,0.1,202.09,72.75
ORD-102712,2024-09-05,Dubai,Consumer,Technology,Laptops,7,0.0,5075.63,812.1
ORD-103729,2024-09-05,Sharjah,Corporate,Technology,Laptops,7,0.0,3536.36,565.82
ORD-100901,2024-09-05,Abu Dhabi,Consumer,Technology,Laptops,1,0.2,908.19,36.33
ORD-105647,2024-09-05,Northern Emirates,Corporate,Furniture,Bookcases,1,0.0,240.19,67.25
ORD-103535,2024-09-05,Abu Dhabi,SMB,Furniture,Tables,5,0.0,2180.65,610.58
ORD-102247,2024-09-06,Northern Emirates,Consumer,Technology,Laptops,1,0.1,847.84,84.78
ORD-101449,2024-09-06,Abu Dhabi,Consumer,Technology,Accessories,2,0.1,560.92,56.09
ORD-102284,2024-09-06,Northern Emirates,Consumer,Office Supplies,Storage,7,0.0,330.71,138.9
ORD-104110,2024-09-06,Dubai,SMB,Furniture,Chairs,2,0.0,699.26,195.79
ORD-104571,2024-09-06,Abu Dhabi,SMB,Office Supplies,Pens,1,0.1,32.42,11.67
ORD-105345,2024-09-06,Sharjah,Consumer,Technology,Laptops,8,0.0,3728.3,596.53
ORD-102681,2024-09-06,Dubai,Consumer,Technology,Accessories,8,0.2,3269.07,130.76
ORD-100290,2024-09-06,Dubai,Corporate,Office Supplies,Binders,1,0.15,20.84,6.88
ORD-103348,2024-09-06,Abu Dhabi,Consumer,Technology,Monitors,2,0.0,1855.25,296.84
ORD-105915,2024-09-06,Dubai,Consumer,Technology,Laptops,7,0.1,5364.65,536.46
ORD-103214,2024-09-06,Abu Dhabi,Consumer,Furniture,Storage,4,0.15,1891.87,359.46
ORD-103256,2024-09-06,Abu Dhabi,Corporate,Office Supplies,Pens,6,0.0,141.09,59.26
ORD-101768,2024-09-07,Dubai,Corporate,Furniture,Chairs,1,0.0,532.76,149.17
ORD-100873,2024-09-07,Dubai,SMB,Office Supplies,Binders,3,0.1,179.66,64.68
ORD-103747,2024-09-07,Abu Dhabi,SMB,Technology,Accessories,5,0.0,737.98,118.08
ORD-100079,2024-09-07,Dubai,Consumer,Technology,Accessories,7,0.1,5169.81,516.98
ORD-103801,2024-09-07,Dubai,Corporate,Furniture,Bookcases,5,0.3,1717.06,171.71
ORD-100998,2024-09-07,Sharjah,SMB,Technology,Phones,2,0.0,876.02,140.16
ORD-100164,2024-09-07,Dubai,SMB,Office Supplies,Storage,7,0.0,331.47,139.22
ORD-101703,2024-09-07,Dubai,Consumer,Office Supplies,Pens,3,0.2,88.52,26.56
ORD-100833,2024-09-07,Abu Dhabi,Consumer,Furniture,Chairs,4,0.15,1716.18,326.07
ORD-101730,2024-09-07,Sharjah,Consumer,Office Supplies,Paper,4,0.15,287.71,94.94
ORD-105273,2024-09-08,Dubai,Consumer,Furniture,Chairs,1,0.0,410.83,115.03
ORD-101726,2024-09-08,Dubai,Consumer,Furniture,Chairs,2,0.1,844.12,185.71
ORD-102159,2024-09-08,Sharjah,SMB,Technology,Laptops,1,0.2,948.58,37.94
ORD-103485,2024-09-08,Dubai,Consumer,Technology,Monitors,3,0.0,1545.33,247.25
ORD-101297,2024-09-08,Dubai,Consumer,Furniture,Tables,5,0.0,2521.51,706.02
ORD-103319,2024-09-08,Sharjah,Corporate,Technology,Laptops,5,0.2,3202.06,128.08
ORD-101203,2024-09-09,Abu Dhabi,SMB,Furniture,Chairs,2,0.0,774.66,216.9
ORD-100956,2024-09-09,Abu Dhabi,Corporate,Furniture,Tables,2,0.1,192.67,42.39
ORD-103540,2024-09-09,Dubai,Consumer,Technology,Monitors,2,0.2,1054.61,42.18
ORD-105635,2024-09-09,Dubai,Consumer,Office Supplies,Paper,5,0.15,101.17,33.39
ORD-100463,2024-09-09,Sharjah,SMB,Office Supplies,Paper,7,0.15,349.17,115.23
ORD-104307,2024-09-09,Northern Emirates,Corporate,Furniture,Bookcases,5,0.2,2276.89,364.3
ORD-100952,2024-09-09,Abu Dhabi,SMB,Furniture,Tables,3,0.0,719.23,201.38
ORD-101002,2024-09-09,Sharjah,Corporate,Office Supplies,Binders,7,0.2,430.24,129.07
ORD-104629,2024-09-09,Dubai,Consumer,Office Supplies,Pens,4,0.0,110.15,46.26
ORD-104353,2024-09-09,Northern Emirates,SMB,Furniture,Tables,3,0.15,1391.95,264.47
ORD-104623,2024-09-09,Dubai,Consumer,Technology,Laptops,2,0.0,1419.36,227.1
ORD-102868,2024-09-09,Dubai,Corporate,Office Supplies,Storage,1,0.15,32.93,10.87
ORD-101212,2024-09-09,Sharjah,SMB,Office Supplies,Storage,3,0.15,139.54,46.05
ORD-100931,2024-09-09,Dubai,Corporate,Technology,Monitors,6,0.0,3291.32,526.61
ORD-104969,2024-09-09,Abu Dhabi,SMB,Furniture,Bookcases,8,0.3,2723.71,272.37
ORD-105780,2024-09-09,Dubai,Corporate,Technology,Laptops,8,0.3,3173.45,-63.47
ORD-101688,2024-09-10,Abu Dhabi,Corporate,Office Supplies,Pens,1,0.1,76.3,27.47
ORD-100831,2024-09-10,Dubai,Consumer,Technology,Monitors,7,0.2,5146.34,205.85
ORD-105304,2024-09-10,Abu Dhabi,Consumer,Furniture,Chairs,7,0.0,4705.48,1317.53
ORD-102585,2024-09-10,Abu Dhabi,SMB,Technology,Phones,4,0.0,1152.65,184.42
ORD-102668,2024-09-10,Dubai,SMB,Furniture,Tables,8,0.0,2062.11,577.39
ORD-102496,2024-09-10,Dubai,Consumer,Technology,Laptops,1,0.0,510.31,81.65
ORD-102365,2024-09-10,Sharjah,Consumer,Office Supplies,Storage,3,0.1,125.38,45.14
ORD-103340,2024-09-10,Abu Dhabi,SMB,Technology,Laptops,2,0.15,1473.24,103.13
ORD-102577,2024-09-10,Sharjah,SMB,Technology,Accessories,2,0.1,933.13,93.31
ORD-101547,2024-09-10,Northern Emirates,Corporate,Furniture,Storage,6,0.0,2033.47,569.37
ORD-101330,2024-09-10,Dubai,Consumer,Technology,Monitors,7,0.0,3596.58,575.45
ORD-101564,2024-09-11,Dubai,Corporate,Furniture,Chairs,3,0.3,1588.25,158.83
ORD-100497,2024-09-11,Sharjah,Consumer,Office Supplies,Storage,1,0.1,49.62,17.86
ORD-103339,2024-09-11,Dubai,Corporate,Technology,Monitors,8,0.15,5167.43,361.72
ORD-104579,2024-09-11,Abu Dhabi,Corporate,Furniture,Storage,8,0.2,1460.68,233.71
ORD-102235,2024-09-11,Abu Dhabi,SMB,Technology,Phones,5,0.0,5561.73,889.88
ORD-103705,2024-09-11,Abu Dhabi,Consumer,Technology,Monitors,1,0.1,1031.68,103.17
ORD-102237,2024-09-11,Abu Dhabi,Consumer,Office Supplies,Binders,8,0.2,109.4,32.82
ORD-105669,2024-09-11,Sharjah,Corporate,Technology,Monitors,7,0.0,3372.07,539.53
ORD-103055,2024-09-12,Sharjah,Consumer,Furniture,Tables,1,0.0,412.17,115.41
ORD-100200,2024-09-12,Dubai,Consumer,Furniture,Storage,6,0.15,2231.17,423.92
ORD-103987,2024-09-12,Dubai,SMB,Furniture,Chairs,1,0.15,451.45,85.78
ORD-102792,2024-09-12,Dubai,Consumer,Office Supplies,Storage,7,0.0,277.27,116.45
ORD-102324,2024-09-12,Abu Dhabi,Consumer,Office Supplies,Binders,4,0.0,231.3,97.15
ORD-101761,2024-09-12,Abu Dhabi,SMB,Furniture,Storage,6,0.0,2917.31,816.85
ORD-101604,2024-09-12,Dubai,Corporate,Technology,Phones,5,0.1,4968.84,496.88
ORD-103364,2024-09-12,Dubai,SMB,Technology,Laptops,6,0.2,3620.97,144.84
ORD-100166,2024-09-13,Dubai,SMB,Office Supplies,Binders,7,0.0,378.41,158.93
ORD-101776,2024-09-13,Dubai,SMB,Office Supplies,Storage,5,0.0,184.88,77.65
ORD-100179,2024-09-13,Dubai,SMB,Technology,Laptops,8,0.0,5088.45,814.15
ORD-104179,2024-09-13,Abu Dhabi,SMB,Technology,Accessories,4,0.3,4179.01,-83.58
ORD-101088,2024-09-13,Dubai,Corporate,Technology,Monitors,1,0.0,715.58,114.49
ORD-105701,2024-09-13,Northern Emirates,Consumer,Technology,Monitors,2,0.1,1657.85,165.78
ORD-103525,2024-09-13,Abu Dhabi,Consumer,Office Supplies,Binders,5,0.15,220.45,72.75
ORD-105520,2024-09-13,Sharjah,Consumer,Furniture,Storage,7,0.1,2950.41,649.09
ORD-103049,2024-09-13,Dubai,SMB,Furniture,Storage,5,0.15,2040.33,387.66
ORD-105801,2024-09-13,Dubai,Consumer,Office Supplies,Pens,8,0.0,335.18,140.78
ORD-100620,2024-09-14,Sharjah,SMB,Office Supplies,Pens,4,0.3,140.53,33.73
ORD-105493,2024-09-14,Dubai,SMB,Technology,Accessories,3,0.2,1375.76,55.03
ORD-101141,2024-09-14,Abu Dhabi,Consumer,Technology,Monitors,3,0.2,2015.92,80.64
ORD-101360,2024-09-14,Dubai,Consumer,Furniture,Chairs,6,0.2,3007.11,481.14
ORD-102020,2024-09-14,Dubai,SMB,Office Supplies,Paper,1,0.3,46.41,11.14
ORD-101161,2024-09-14,Northern Emirates,Consumer,Technology,Monitors,6,0.0,3577.96,572.47
ORD-102494,2024-09-14,Sharjah,SMB,Office Supplies,Pens,2,0.0,143.93,60.45
ORD-103454,2024-09-15,Northern Emirates,Consumer,Office Supplies,Storage,4,0.0,121.13,50.87
ORD-102381,2024-09-15,Dubai,Consumer,Furniture,Chairs,2,0.0,1206.11,337.71
ORD-104040,2024-09-15,Dubai,SMB,Technology,Accessories,5,0.2,3697.1,147.88
ORD-104159,2024-09-15,Abu Dhabi,Corporate,Technology,Accessories,7,0.3,4608.97,-92.18
ORD-104919,2024-09-15,Sharjah,Consumer,Furniture,Tables,4,0.2,2276.21,364.19
ORD-103707,2024-09-15,Dubai,Consumer,Technology,Accessories,7,0.15,4202.75,294.19
ORD-105809,2024-09-15,Dubai,SMB,Furniture,Chairs,7,0.0,2919.27,817.4
ORD-102528,2024-09-16,Dubai,Corporate,Office Supplies,Storage,8,0.1,331.78,119.44
ORD-103457,2024-09-16,Northern Emirates,Consumer,Office Supplies,Pens,3,0.0,201.84,84.77
ORD-102665,2024-09-16,Dubai,Corporate,Office Supplies,Paper,6,0.15,119.44,39.42
ORD-103873,2024-09-16,Dubai,Consumer,Technology,Laptops,6,0.1,4180.35,418.04
ORD-103597,2024-09-16,Dubai,Consumer,Technology,Laptops,6,0.2,4633.32,185.33
ORD-104204,2024-09-16,Dubai,Consumer,Office Supplies,Storage,7,0.0,305.7,128.39
ORD-100464,2024-09-16,Dubai,SMB,Furniture,Bookcases,6,0.15,2381.47,452.48
ORD-105910,2024-09-16,Dubai,Corporate,Office Supplies,Binders,7,0.0,86.85,36.48
ORD-103931,2024-09-17,Dubai,Consumer,Furniture,Bookcases,8,0.2,1164.69,186.35
ORD-104326,2024-09-17,Dubai,SMB,Technology,Accessories,2,0.0,1507.27,241.16
ORD-103077,2024-09-17,Sharjah,Consumer,Furniture,Tables,8,0.0,4560.96,1277.07
ORD-104975,2024-09-17,Sharjah,Corporate,Technology,Monitors,7,0.15,3097.83,216.85
ORD-104148,2024-09-17,Dubai,SMB,Technology,Phones,2,0.15,1399.99,98.0
ORD-102199,2024-09-17,Dubai,Consumer,Office Supplies,Paper,6,0.15,254.1,83.85
ORD-104698,2024-09-18,Dubai,Consumer,Technology,Monitors,5,0.1,2831.9,283.19
ORD-102419,2024-09-18,Abu Dhabi,Consumer,Furniture,Tables,3,0.0,1705.44,477.52
ORD-104872,2024-09-18,Dubai,Corporate,Furniture,Tables,7,0.0,3084.53,863.67
ORD-100959,2024-09-18,Sharjah,Corporate,Office Supplies,Paper,3,0.15,79.57,26.26
ORD-103458,2024-09-18,Abu Dhabi,Corporate,Furniture,Tables,8,0.1,831.15,182.85
ORD-103001,2024-09-19,Dubai,Consumer,Office Supplies,Paper,3,0.0,78.98,33.17
ORD-103253,2024-09-19,Abu Dhabi,Consumer,Technology,Laptops,8,0.0,2371.21,379.39
ORD-100547,2024-09-19,Dubai,Corporate,Furniture,Tables,2,0.3,649.93,64.99
ORD-104473,2024-09-19,Dubai,Consumer,Technology,Laptops,7,0.1,2635.6,263.56
ORD-102042,2024-09-20,Dubai,Corporate,Technology,Monitors,2,0.0,1224.3,195.89
ORD-104431,2024-09-20,Dubai,SMB,Technology,Accessories,6,0.0,3782.2,605.15
ORD-102919,2024-09-20,Dubai,Consumer,Furniture,Tables,1,0.2,297.16,47.55
ORD-101987,2024-09-20,Abu Dhabi,Corporate,Furniture,Tables,1,0.0,571.93,160.14
ORD-100064,2024-09-20,Abu Dhabi,SMB,Furniture,Chairs,2,0.1,1764.82,388.26
ORD-101582,2024-09-20,Dubai,Consumer,Technology,Laptops,1,0.0,525.3,84.05
ORD-100903,2024-09-20,Dubai,Corporate,Office Supplies,Pens,3,0.0,76.65,32.19
ORD-100814,2024-09-20,Dubai,Corporate,Office Supplies,Storage,4,0.15,216.72,71.52
ORD-102462,2024-09-20,Dubai,SMB,Furniture,Bookcases,2,0.0,678.57,190.0
ORD-101094,2024-09-20,Sharjah,Consumer,Furniture,Chairs,6,0.0,2207.48,618.09
ORD-100977,2024-09-21,Dubai,Corporate,Office Supplies,Paper,3,0.0,214.08,89.91
ORD-100535,2024-09-21,Dubai,Consumer,Furniture,Chairs,6,0.1,3638.61,800.49
ORD-100192,2024-09-21,Dubai,Corporate,Furniture,Storage,2,0.3,730.12,73.01
ORD-102089,2024-09-21,Abu Dhabi,SMB,Furniture,Tables,1,0.0,664.47,186.05
ORD-105918,2024-09-21,Abu Dhabi,Consumer,Furniture,Chairs,8,0.15,3428.75,651.46
ORD-101139,2024-09-21,Northern Emirates,SMB,Furniture,Tables,8,0.0,709.93,198.78
ORD-104154,2024-09-21,Dubai,Corporate,Technology,Accessories,8,0.15,4256.91,297.98
ORD-105161,2024-09-21,Sharjah,Consumer,Office Supplies,Pens,7,0.2,346.43,103.93
